res_change_id, app_start, init_start, init_end, confirm_start, confirm_end, sim_start, sim_end, finalize_start, finalize_end, start_writing, end_writing
0,1637780056254658,1637780056254669,1637780057347792,0,0,1637780057385338,1637780068346193,1637780068346197,1637780068360153,1637780068360160,1637780068381136
