res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,28,1637781641473717,1637781641473724,1637781641479280,1637781641488229,1637781642906333,0,1637781642906338
2,2,28,1637781645861786,1637781645861825,1637781645861873,1637781645866180,1637781645925395,1637781645953101,1637781645953109
