res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,28,1637779582668133,1637779582668140,1637779582671271,1637779582672965,1637779584140589,0,1637779584140591
2,1,28,1637779591937141,1637779591937149,1637779591940466,1637779591943572,1637779593595715,0,1637779593595718
3,1,28,1637779598850263,1637779598850267,1637779598853881,1637779599137687,1637779600704324,0,1637779600704328
