res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,28,1637779582667689,1637779582667691,1637779582667884,1637779582670865,1637779584140243,0,1637779584140245
2,1,28,1637779591936804,1637779591936807,1637779591936998,1637779591939962,1637779593595315,0,1637779593595318
3,1,28,1637779598849885,1637779598849888,1637779598850038,1637779598853403,1637779600704028,0,1637779600704030
