iteration, res_change_id, num_procs, delta_procs, rc_status, rc_start, get_rc_start, psetop_start, accept_start, accept_end, reinit_start, rc_end, rebalance_start, work_start, work_end, iteration_end
1,0,28,0,0,1637781884322426,0,0,0,0,0,0,1637781883108551,1637781883108861,1637781884314908,1637781884322427
2,0,28,0,0,1637781885132215,0,0,0,0,0,0,1637781884322436,1637781884322460,1637781885108630,1637781885132215
3,0,28,0,0,1637781885950677,0,0,0,0,0,0,1637781885132217,1637781885132230,1637781885939086,1637781885950677
4,0,28,0,0,1637781886831063,0,0,0,0,0,0,1637781885950678,1637781885950732,1637781886715889,1637781886831063
5,0,28,0,0,1637781887792792,0,0,0,0,0,0,1637781886831067,1637781886831148,1637781887619279,1637781887792792
6,0,28,0,0,1637781888616379,0,0,0,0,0,0,1637781887792808,1637781887792815,1637781888589662,1637781888616379
7,0,28,0,0,1637781889431188,0,0,0,0,0,0,1637781888616380,1637781888616402,1637781889400055,1637781889431188
8,0,28,0,0,1637781890307990,0,0,0,0,0,0,1637781889431192,1637781889431216,1637781890228117,1637781890307990
9,0,28,0,0,1637781891174930,0,0,0,0,0,0,1637781890307991,1637781890307999,1637781891101623,1637781891174930
10,0,28,0,0,1637781891981425,0,0,0,0,0,0,1637781891174942,1637781891175009,1637781891953174,1637781891981425
11,1,28,28,1,1637781892793039,1637781892793074,1637781892798575,1637781892799723,1637781894282941,1637781894282943,1637781894305120,1637781891981428,1637781891981493,1637781892766233,1637781894314547
12,0,56,0,0,1637781895041331,0,0,0,0,0,0,1637781894314548,1637781894315581,1637781894728929,1637781895041331
13,0,56,0,0,1637781895743092,0,0,0,0,0,0,1637781895041334,1637781895041859,1637781895439077,1637781895743093
14,0,56,0,0,1637781896443980,0,0,0,0,0,0,1637781895743109,1637781895743514,1637781896145429,1637781896443980
15,0,56,0,0,1637781896888773,0,0,0,0,0,0,1637781896443981,1637781896444519,1637781896846831,1637781896888773
16,0,56,0,0,1637781897314991,0,0,0,0,0,0,1637781896888774,1637781896889418,1637781897314798,1637781897314991
17,0,56,0,0,1637781897752704,0,0,0,0,0,0,1637781897314992,1637781897315556,1637781897752506,1637781897752704
18,0,56,0,0,1637781898160288,0,0,0,0,0,0,1637781897752705,1637781897753249,1637781898155280,1637781898160288
19,0,56,0,0,1637781898574787,0,0,0,0,0,0,1637781898160289,1637781898160628,1637781898562943,1637781898574787
20,0,56,0,0,1637781898987799,0,0,0,0,0,0,1637781898574788,1637781898575139,1637781898977402,1637781898987799
