res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,28,1637779862878537,1637779862878544,1637779862882216,1637779862884000,1637779864550729,0,1637779864550731
2,1,28,1637779869879740,1637779869879744,1637779869884836,1637779869893237,1637779872386457,0,1637779872386460
3,1,28,1637779875927621,1637779875927627,1637779875932760,1637779875938110,1637779877626954,0,1637779877626955
