res_change_id, app_start, init_start, init_end, confirm_start, confirm_end, sim_start, sim_end, finalize_start, finalize_end, start_writing, end_writing
0,1637779572306894,1637779572306902,1637779573519161,0,0,1637779573525106,1637779637568249,1637779637568251,1637779637581310,1637779637581316,1637779637607859
