res_change_id, res_change_type, res_change_size,rc_publish_start,rc_publish_end,rc_apply_start,rc_apply_end,rc_unpublish,rc_finalize,rc_end
1,1,28,1637839287725988,1637839287725994,1637839287729628,1637839287736400,1637839289253287,0,1637839289253290
2,1,28,1637839291756320,1637839291756329,1637839291760373,1637839291765047,1637839293444074,0,1637839293444076
3,1,28,1637839295339833,1637839295339844,1637839295344648,1637839295349455,1637839297010151,0,1637839297010152
