res_change_id, app_start, init_start, init_end, confirm_start, confirm_end, sim_start, sim_end, finalize_start, finalize_end, start_writing, end_writing
3,1637839444557264,1637839444557333,1637839445800644,1637839445801703,1637839445806438,1637839446477131,1637839448715743,1637839448715750,1637839448730123,1637839448730128,1637839448751296
